Date,Close/Last,Volume,Open,High,Low,Column 7
05/07/2021,252.46,27032910,252.15,254.3,251.17,304
05/10/2021,247.18,29299890,250.87,251.73,247.12,305
05/11/2021,246.23,33641590,244.55,246.6,242.57,306
05/12/2021,239,36684370,242.17,244.38,238.07,307
05/13/2021,243.03,29624300,241.8,245.6,241.42,308
05/14/2021,248.15,23901080,245.58,249.18,245.49,309
05/17/2021,245.18,24938180,246.55,246.59,243.52,310
05/18/2021,243.08,20167980,246.27,246.41,242.9,311
05/19/2021,243.12,25739810,239.31,243.23,238.6,312
05/20/2021,246.48,21800720,243.96,247.95,243.86,313
05/21/2021,245.17,21863060,247.57,248.33,244.74,314
05/24/2021,250.78,21411550,247.79,251.16,247.51,315
05/25/2021,251.72,17704300,251.77,252.75,250.82,316
05/26/2021,251.49,17771600,251.43,252.94,250.75,317
05/27/2021,249.31,24426240,251.17,251.48,249.25,318
05/28/2021,249.68,18274940,251,252.08,249.56,319
06/01/2021,247.4,23213310,251.23,251.29,246.96,320
06/02/2021,247.3,19406710,248.13,249.27,245.84,321
06/03/2021,245.71,25307710,245.22,246.34,243,322
06/04/2021,250.79,25281090,247.76,251.65,247.51,323
06/07/2021,253.81,23079170,249.98,254.09,249.81,324
06/08/2021,252.57,22455000,255.16,256.01,252.51,325
06/09/2021,253.59,17937630,253.81,255.53,253.21,326
06/10/2021,257.24,24563620,254.29,257.46,253.67,327
06/11/2021,257.89,18999730,257.99,258.49,256.61,328
06/14/2021,259.89,19150510,257.9,259.95,256.8,329
06/15/2021,258.36,18038930,259.78,259.99,257.68,330
06/16/2021,257.38,27219960,259.4,260.58,254.42,331
06/17/2021,260.9,27565540,256.07,261.75,256.01,332
06/18/2021,259.43,37202220,259.63,262.3,258.75,333
06/21/2021,262.63,26696120,259.82,263.52,257.92,334
06/22/2021,265.51,24694090,262.72,265.79,262.4,335
06/23/2021,265.28,19518680,265.99,266.83,264.43,336
06/24/2021,266.69,21446870,266.16,267.85,265.47,337
06/25/2021,265.02,25611110,266.23,267.25,264.76,338
06/28/2021,268.72,19590020,266.19,268.9,265.91,339
06/29/2021,271.4,19937810,268.87,271.65,267.98,340
06/30/2021,270.9,21656460,270.69,271.36,269.6,341
07/01/2021,271.6,16725320,269.61,271.84,269.6,342
07/02/2021,277.65,26474410,272.82,278,272.5,343
07/06/2021,277.66,31565560,278.03,279.37,274.3,344
07/07/2021,279.93,23260030,279.4,280.69,277.15,345
07/08/2021,277.42,24618590,276.9,278.73,274.87,346
07/09/2021,277.94,23916670,275.72,278.05,275.32,347
07/12/2021,277.32,18931700,279.16,279.77,276.58,348
07/13/2021,280.98,26120130,277.52,282.85,277.39,349
07/14/2021,282.51,23113660,282.35,283.66,280.55,350
07/15/2021,281.03,22604230,282,282.51,279.83,351
07/16/2021,280.75,26186850,282.07,284.1,279.46,352
07/19/2021,277.01,32935630,278.93,280.37,274.45,353
07/20/2021,279.32,26259740,278.03,280.97,276.26,354
07/21/2021,281.4,24364320,278.91,281.52,277.29,355
07/22/2021,286.14,23384060,283.84,286.42,283.42,356
07/23/2021,289.67,22768070,287.37,289.99,286.5,357
07/26/2021,289.05,23176070,289,289.69,286.64,358
07/27/2021,286.54,33604070,289.43,289.58,282.95,359
07/28/2021,286.22,33566850,288.99,290.15,283.83,360
07/29/2021,286.5,18168290,286.24,288.62,286.08,361
07/30/2021,284.91,20944850,285.17,286.66,283.91,362
08/02/2021,284.82,16267360,286.36,286.78,283.74,363
08/03/2021,287.12,17879050,285.42,287.23,284,364
08/04/2021,286.51,16191300,286.22,287.59,284.65,365
08/05/2021,289.52,13900170,286.88,289.63,286.1,366
08/06/2021,289.46,16589340,288.51,289.5,287.62,367
08/09/2021,288.33,16117630,289.75,291.55,287.81,368
08/10/2021,286.44,18616580,288.8,289.25,285.2,369
08/11/2021,286.95,13955930,287.21,288.66,285.86,370
08/12/2021,289.81,14570390,286.63,289.97,286.34,371
08/13/2021,292.85,18249050,289.48,292.9,289.3,372
08/16/2021,294.6,22516030,293.19,294.82,290.02,373
08/17/2021,293.08,20075250,292.39,293.43,291.08,374
08/18/2021,290.73,21812990,292.04,294.82,290.27,375
08/19/2021,296.77,29850460,288.69,297.47,288.64,376
08/20/2021,304.36,40817650,299.72,305.84,298.06,377
08/23/2021,304.65,22830160,303.25,305.4,301.85,378
08/24/2021,302.62,18175770,305.02,305.65,302,379
08/25/2021,302.01,20006060,304.3,304.59,300.42,380
08/26/2021,299.09,17666080,300.99,302.43,298.95,381
08/27/2021,299.72,22605730,298.99,300.87,296.83,382
08/30/2021,303.59,16348070,301.12,304.22,301.06,383
08/31/2021,301.88,26285340,304.42,304.5,301.5,384
09/01/2021,301.83,18983830,302.87,305.19,301.49,385
09/02/2021,301.15,16290550,302.2,303.36,300.18,386
09/03/2021,301.14,14751610,300.99,302.6,300.26,387
09/07/2021,300.18,17184080,301.01,301.09,298.2,388
09/08/2021,300.21,15046820,299.78,300.61,297.47,389
09/09/2021,297.25,19927000,300.82,302.14,297,390
09/10/2021,295.71,19633360,298.42,299.92,295.38,391
09/13/2021,296.99,23652950,297.55,298.54,294.08,392
09/14/2021,299.79,21853430,299.56,301.39,298.1,393
09/15/2021,304.82,28356300,303.26,305.32,301.82,394
09/16/2021,305.22,19550820,303.76,305.31,300.76,395
09/17/2021,299.87,41372460,304.17,304.5,299.53,396
09/20/2021,294.3,38278660,296.33,298.72,289.52,397
09/21/2021,294.8,22364100,295.69,297.54,294.07,398
09/22/2021,298.58,26626340,296.73,300.22,294.51,399
09/23/2021,299.56,18604600,298.85,300.9,297.53,400
09/24/2021,299.35,14998980,298.23,299.8,296.93,401
09/27/2021,294.17,23571740,296.14,296.47,292.94,402
09/28/2021,283.52,43186240,289.8,290.78,282.75,403
09/29/2021,284,26353700,285.1,286.77,283.01,404
09/30/2021,281.92,32343640,285.71,287.83,281.62,405
10/01/2021,289.1,30086280,282.12,289.98,281.29,406
10/04/2021,283.11,31350750,287.4,287.75,280.25,407
10/05/2021,288.76,24993020,284.05,290.4,284.05,408
10/06/2021,293.11,28002560,285.78,293.63,285.51,409
10/07/2021,294.85,20430470,295.18,296.64,293.92,410
10/08/2021,294.85,17685700,296.22,296.64,293.76,411
10/11/2021,294.23,19298630,292.92,297.97,292.75,412
10/12/2021,292.88,17974140,295.34,295.44,292.35,413
10/13/2021,296.31,23424030,294.91,297.28,293.49,414
10/14/2021,302.75,27262900,299.21,303.27,297.83,415
10/15/2021,304.21,25384800,302.34,304.45,300.52,416
10/18/2021,307.29,22729300,303.57,308.21,302.69,417
10/19/2021,308.23,17682140,308.35,309.3,307.22,418
10/20/2021,307.41,16537070,309.21,309.7,306.11,419
10/21/2021,310.76,16918100,307.17,311.02,306.36,420
10/22/2021,309.16,17449330,310.4,311.09,307.8,421
10/25/2021,308.13,17554470,309.36,309.4,306.46,422
10/26/2021,310.11,28107350,311,312.4,308.6,423
10/27/2021,323.17,52588690,316,326.1,316,424
10/28/2021,324.35,26297940,324.33,324.87,321.36,425
10/29/2021,331.62,34765980,324.13,332,323.9,426
11/01/2021,329.37,27073180,331.36,331.49,326.37,427
11/02/2021,333.13,26487110,330.31,333.45,330,428
11/03/2021,334,21500080,333.9,334.9,330.65,429
11/04/2021,336.44,23992200,332.89,336.54,329.51,430
11/05/2021,336.06,22570100,338.51,338.79,334.42,431
11/08/2021,336.99,20897000,337.3,337.65,334.44,432
11/09/2021,335.95,21307370,337.11,338.72,334.53,433
11/10/2021,330.8,25500940,334.57,334.63,329.92,434
11/11/2021,332.43,16849840,331.25,333.77,330.51,435
11/12/2021,336.72,23831050,333.92,337.23,333.79,436
11/15/2021,336.07,16723010,337.54,337.88,334.03,437
11/16/2021,339.51,20886830,335.68,340.67,335.51,438
11/17/2021,339.12,19053380,338.94,342.19,338,439
11/18/2021,341.27,22463530,338.18,342.45,337.12,440
11/19/2021,343.11,21963400,342.64,345.1,342.2,441
11/22/2021,339.83,31031110,344.62,349.67,339.55,442
11/23/2021,337.68,30427560,337.05,339.45,333.56,443
11/24/2021,337.91,21661310,336.28,338.16,333.91,444
11/26/2021,329.68,24217240,334.35,337.93,328.12,445
11/29/2021,336.63,28563480,334.94,339.03,334.74,446
11/30/2021,330.59,42885610,335.32,337.78,328.99,447
12/01/2021,330.08,33401150,335.13,339.28,329.39,448
12/02/2021,329.49,30765980,330.3,333.49,327.8,449
12/03/2021,323.01,41779280,331.99,332.7,318.03,450
12/06/2021,326.19,30032560,323.95,327.45,319.23,451
12/07/2021,334.92,31021940,331.64,335.8,330.1,452
12/08/2021,334.97,24760990,335.31,335.5,330.8,453
12/09/2021,333.1,22214160,334.41,336.49,332.12,454
12/10/2021,342.54,38095690,334.98,343,334.79,455
12/13/2021,339.4,28899430,340.68,343.79,339.08,456
12/14/2021,328.34,44438700,333.22,334.64,324.11,457
12/15/2021,334.65,35381120,328.61,335.19,324.5,458
12/16/2021,324.9,35034830,335.71,336.76,323.02,459
12/17/2021,323.8,47983710,320.88,324.92,317.25,460
12/20/2021,319.91,28326530,320.05,322.8,317.57,461
12/21/2021,327.29,24740600,323.29,327.73,319.8,462
12/22/2021,333.2,24831490,328.3,333.61,325.75,463
12/23/2021,334.69,19617850,332.75,336.39,332.73,464
12/27/2021,342.45,19947030,335.46,342.48,335.43,465
12/28/2021,341.25,15661470,343.15,343.81,340.32,466
12/29/2021,341.95,15041960,341.3,344.3,339.68,467
12/30/2021,339.32,15994470,341.91,343.13,338.82,468
12/31/2021,336.32,18000800,338.51,339.36,335.85,469
01/03/2022,334.75,28918010,335.35,338,329.78,470
01/04/2022,329.01,32674310,334.83,335.2,326.12,471
01/05/2022,316.38,40054330,325.86,326.07,315.98,472
01/06/2022,313.88,39646150,313.15,318.7,311.49,473
01/07/2022,314.04,32720020,314.15,316.5,310.09,474
01/10/2022,314.27,44289470,309.49,314.72,304.69,475
01/11/2022,314.98,29386770,313.38,316.61,309.89,476
01/12/2022,318.27,34372220,319.67,323.41,317.08,477
01/13/2022,304.8,45365980,320.47,320.88,304,478
01/14/2022,310.2,39846410,304.25,310.82,303.75,479
01/18/2022,302.65,42434110,304.07,309.8,301.74,480
01/19/2022,303.33,45933860,306.29,313.91,302.7,481
01/20/2022,301.6,35380680,309.07,311.65,301.14,482
01/21/2022,296.03,57984400,302.69,304.11,295.61,483
01/24/2022,296.37,86035390,292.2,297.11,276.05,484
